source_csv,WarningCode,a_id,a_commit,a_date,a_message,a_file,a_suppressed_annotation,a_line_no,a_annotation_type,a_diffs,a_pre_commit,a_post_commit,Category,Category explanation,d_id,d_commit,d_date,d_message,d_file,d_suppressed_annotation,d_line_no,d_annotation_type,d_diffs,d_pre_commit,d_post_commit
      return ((bitField0_ & 0x00000002) == 0x00000002);
    }
    /**
     * <code>optional .FiatPayment amount_fiat = 3;</code>
     *
     * <pre>
     * id = 2 was used by request_address - removed
     * </pre>
     */
    public org.multibit.hd.core.protobuf.MBHDPaymentsProtos.FiatPayment getAmountFiat() {
      return amountFiat_;
    }
    /**
     * <code>optional .FiatPayment amount_fiat = 3;</code>
     *
     * <pre>
     * id = 2 was used by request_address - removed
     * </pre>
     */
    public org.multibit.hd.core.protobuf.MBHDPaymentsProtos.FiatPaymentOrBuilder getAmountFiatOrBuilder() {
      return amountFiat_;
    }

    // optional string note = 4;
    public static final int NOTE_FIELD_NUMBER = 4;
    private java.lang.Object note_;
    /**
     * <code>optional string note = 4;</code>
     *
     * <pre>
     * The note added when the transaction is sent
     * </pre>
     */
    public boolean hasNote() {
      return ((bitField0_ & 0x00000004) == 0x00000004);
    }
    /**
     * <code>optional string note = 4;</code>
     *
     * <pre>
     * The note added when the transaction is sent
     * </pre>
     */
    public java.lang.String getNote() {
      java.lang.Object ref = note_;
      if (ref instanceof java.lang.String) {
        return (java.lang.String) ref;
      } else {
        com.google.protobuf.ByteString bs = 
            (com.google.protobuf.ByteString) ref;
        java.lang.String s = bs.toStringUtf8();
        if (bs.isValidUtf8()) {
          note_ = s;
        }
        return s;
      }
    }
    /**
     * <code>optional string note = 4;</code>
     *
     * <pre>
     * The note added when the transaction is sent
     * </pre>
     */
    public com.google.protobuf.ByteString
        getNoteBytes() {
      java.lang.Object ref = note_;
      if (ref instanceof java.lang.String) {
        com.google.protobuf.ByteString b = 
            com.google.protobuf.ByteString.copyFromUtf8(
                (java.lang.String) ref);
        note_ = b;
        return b;
      } else {
        return (com.google.protobuf.ByteString) ref;
      }
    }

    // optional int64 miner_fee = 5;
    public static final int MINER_FEE_FIELD_NUMBER = 5;
    private long minerFee_;
    /**
     * <code>optional int64 miner_fee = 5;</code>
     *
     * <pre>
     * On a send transaction, the miner fee in satoshi. On any other type of transaction : 0 or missing
     * </pre>
     */
    public boolean hasMinerFee() {
      return ((bitField0_ & 0x00000008) == 0x00000008);
    }
    /**
     * <code>optional int64 miner_fee = 5;</code>
     *
     * <pre>
     * On a send transaction, the miner fee in satoshi. On any other type of transaction : 0 or missing
     * </pre>
     */
    public long getMinerFee() {
      return minerFee_;
    }

    // optional int64 client_fee = 6;
    public static final int CLIENT_FEE_FIELD_NUMBER = 6;
    private long clientFee_;
    /**
     * <code>optional int64 client_fee = 6;</code>
     *
     * <pre>
     * On a send transaction, the MultiBit/ client fee in satoshi. On any other type of transaction : 0 or missing
     * </pre>
     */
    public boolean hasClientFee() {
      return ((bitField0_ & 0x00000010) == 0x00000010);
    }
    /**
     * <code>optional int64 client_fee = 6;</code>
     *
     * <pre>
     * On a send transaction, the MultiBit/ client fee in satoshi. On any other type of transaction : 0 or missing
     * </pre>
     */
    public long getClientFee() {
      return clientFee_;
    }

    // optional bool sent_by_self = 7 [default = false];
    public static final int SENT_BY_SELF_FIELD_NUMBER = 7;
    private boolean sentBySelf_;
    /**
     * <code>optional bool sent_by_self = 7 [default = false];</code>
     *
     * <pre>
     * Whether the transaction was sent by this wallet (=true) or not
     * </pre>
     */
    public boolean hasSentBySelf() {
      return ((bitField0_ & 0x00000020) == 0x00000020);
    }
    /**
     * <code>optional bool sent_by_self = 7 [default = false];</code>
     *
     * <pre>
     * Whether the transaction was sent by this wallet (=true) or not
     * </pre>
     */
    public boolean getSentBySelf() {
      return sentBySelf_;
    }

    private void initFields() {
      hash_ = """";
      amountFiat_ = org.multibit.hd.core.protobuf.MBHDPaymentsProtos.FiatPayment.getDefaultInstance();
      note_ = """";
      minerFee_ = 0L;
      clientFee_ = 0L;
      sentBySelf_ = false;
    }
    private byte memoizedIsInitialized = -1;
    public final boolean isInitialized() {
      byte isInitialized = memoizedIsInitialized;
      if (isInitialized != -1) return isInitialized == 1;

      if (!hasHash()) {
        memoizedIsInitialized = 0;
        return false;
      }
      if (hasAmountFiat()) {
        if (!getAmountFiat().isInitialized()) {
          memoizedIsInitialized = 0;
          return false;
        }
      }
      memoizedIsInitialized = 1;
      return true;
    }

    public void writeTo(com.google.protobuf.CodedOutputStream output)
                        throws java.io.IOException {
      getSerializedSize();
      if (((bitField0_ & 0x00000001) == 0x00000001)) {
        output.writeBytes(1, getHashBytes());
      }
      if (((bitField0_ & 0x00000002) == 0x00000002)) {
        output.writeMessage(3, amountFiat_);
      }
      if (((bitField0_ & 0x00000004) == 0x00000004)) {
        output.writeBytes(4, getNoteBytes());
      }
      if (((bitField0_ & 0x00000008) == 0x00000008)) {
        output.writeInt64(5, minerFee_);
      }
      if (((bitField0_ & 0x00000010) == 0x00000010)) {
        output.writeInt64(6, clientFee_);
      }
      if (((bitField0_ & 0x00000020) == 0x00000020)) {
        output.writeBool(7, sentBySelf_);
      }
      getUnknownFields().writeTo(output);
    }

    private int memoizedSerializedSize = -1;
    public int getSerializedSize() {
      int size = memoizedSerializedSize;
      if (size != -1) return size;

      size = 0;
      if (((bitField0_ & 0x00000001) == 0x00000001)) {
        size += com.google.protobuf.CodedOutputStream
          .computeBytesSize(1, getHashBytes());
      }
      if (((bitField0_ & 0x00000002) == 0x00000002)) {
        size += com.google.protobuf.CodedOutputStream
          .computeMessageSize(3, amountFiat_);
      }
      if (((bitField0_ & 0x00000004) == 0x00000004)) {
        size += com.google.protobuf.CodedOutputStream
          .computeBytesSize(4, getNoteBytes());
      }
      if (((bitField0_ & 0x00000008) == 0x00000008)) {
        size += com.google.protobuf.CodedOutputStream
          .computeInt64Size(5, minerFee_);
      }
      if (((bitField0_ & 0x00000010) == 0x00000010)) {
        size += com.google.protobuf.CodedOutputStream
          .computeInt64Size(6, clientFee_);
      }
      if (((bitField0_ & 0x00000020) == 0x00000020)) {
        size += com.google.protobuf.CodedOutputStream
          .computeBoolSize(7, sentBySelf_);
      }
      size += getUnknownFields().getSerializedSize();
      memoizedSerializedSize = size;
      return size;
    }

    private static final long serialVersionUID = 0L;
    @java.lang.Override
    protected java.lang.Object writeReplace()
        throws java.io.ObjectStreamException {
      return super.writeReplace();
    }

    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(
        com.google.protobuf.ByteString data)
        throws com.google.protobuf.InvalidProtocolBufferException {
      return PARSER.parseFrom(data);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(
        com.google.protobuf.ByteString data,
        com.google.protobuf.ExtensionRegistryLite extensionRegistry)
        throws com.google.protobuf.InvalidProtocolBufferException {
      return PARSER.parseFrom(data, extensionRegistry);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(byte[] data)
        throws com.google.protobuf.InvalidProtocolBufferException {
      return PARSER.parseFrom(data);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(
        byte[] data,
        com.google.protobuf.ExtensionRegistryLite extensionRegistry)
        throws com.google.protobuf.InvalidProtocolBufferException {
      return PARSER.parseFrom(data, extensionRegistry);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(java.io.InputStream input)
        throws java.io.IOException {
      return PARSER.parseFrom(input);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(
        java.io.InputStream input,
        com.google.protobuf.ExtensionRegistryLite extensionRegistry)
        throws java.io.IOException {
      return PARSER.parseFrom(input, extensionRegistry);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseDelimitedFrom(java.io.InputStream input)
        throws java.io.IOException {
      return PARSER.parseDelimitedFrom(input);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseDelimitedFrom(
        java.io.InputStream input,
        com.google.protobuf.ExtensionRegistryLite extensionRegistry)
        throws java.io.IOException {
      return PARSER.parseDelimitedFrom(input, extensionRegistry);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(
        com.google.protobuf.CodedInputStream input)
        throws java.io.IOException {
      return PARSER.parseFrom(input);
    }
    public static org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo parseFrom(
        com.google.protobuf.CodedInputStream input,
        com.google.protobuf.ExtensionRegistryLite extensionRegistry)
        throws java.io.IOException {
      return PARSER.parseFrom(input, extensionRegistry);
    }

    public static Builder newBuilder() { return Builder.create(); }
    public Builder newBuilderForType() { return newBuilder(); }
    public static Builder newBuilder(org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfo prototype) {
      return newBuilder().mergeFrom(prototype);
    }
    public Builder toBuilder() { return newBuilder(this); }

    @java.lang.Override
    protected Builder newBuilderForType(
        com.google.protobuf.GeneratedMessage.BuilderParent parent) {
      Builder builder = new Builder(parent);
      return builder;
    }
    /**
     * Protobuf type {@code TransactionInfo}
     *
     * <pre>
     ** 
     * A single ""extra"" transaction info (this is data additional to the bitcoinj Transaction)
     * </pre>
     */
    public static final class Builder extends
        com.google.protobuf.GeneratedMessage.Builder<Builder>
       implements org.multibit.hd.core.protobuf.MBHDPaymentsProtos.TransactionInfoOrBuilder {
      public static final com.google.protobuf.Descriptors.Descriptor
          getDescriptor() {
        return org.multibit.hd.core.protobuf.MBHDPaymentsProtos.internal_static_TransactionInfo_descriptor;
